,0.0,5.0,accuracy,macro avg,weighted avg
precision,0.9615441546522988,0.8574198751008008,0.8691285445115415,0.9094820148765498,0.8818549069679595
recall,0.4607484324907084,0.9943497172683775,0.8691285445115415,0.727549074879543,0.8691285445115415
f1-score,0.6229800619527586,0.9208221302478273,0.8691285445115415,0.771901096100293,0.8509269966486457
support,70494.0,229900.0,0.8691285445115415,300394.0,300394.0
