,0.0,5.0,accuracy,macro avg,weighted avg
precision,0.9696948503538442,0.9898649549701728,0.9796951965354227,0.9797799026620084,0.9799020386277888
recall,0.9898268784579689,0.9698059795745051,0.9796951965354227,0.979816429016237,0.9796951965354227
f1-score,0.9796574466816664,0.9797328065432259,0.9796951965354227,0.9796951266124462,0.9796955829387591
support,224120.0,229615.0,0.9796951965354227,453735.0,453735.0
